  QueueTimes | ServiceTimes | SojournTimes
       0.054 |        0.047 |        0.101
       0.054 |        0.037 |        0.091
       0.053 |        0.032 |        0.085
       0.054 |        0.036 |        0.089
       0.026 |        0.037 |        0.064
       0.061 |        0.029 |        0.090
       0.054 |        0.032 |        0.086
       0.053 |        0.031 |        0.084
       0.053 |        0.093 |        0.146
       0.054 |        0.031 |        0.084
       0.071 |        0.056 |        0.127
       0.055 |        0.043 |        0.098
       0.054 |        0.034 |        0.088
       0.071 |        0.037 |        0.108
       0.068 |        0.030 |        0.098
       0.055 |        0.053 |        0.108
       0.054 |        0.029 |        0.083
       0.071 |        0.046 |        0.116
       0.071 |        0.044 |        0.116
       0.106 |        0.037 |        0.143
       0.055 |        0.031 |        0.085
       0.070 |        0.046 |        0.116
       0.055 |        0.030 |        0.085
       0.053 |        0.116 |        0.170
       0.054 |        0.043 |        0.097
       0.053 |        0.041 |        0.094
       0.054 |        0.028 |        0.082
       0.060 |        0.031 |        0.091
       0.063 |        0.030 |        0.093
       0.060 |        0.048 |        0.108
       0.054 |        0.030 |        0.084
       0.082 |        0.027 |        0.109
       0.053 |        0.027 |        0.080
       0.070 |        0.053 |        0.123
       0.054 |        0.034 |        0.088
       0.054 |        0.047 |        0.101
       0.053 |        0.030 |        0.082
       0.071 |        0.033 |        0.104
       0.054 |        0.029 |        0.083
       0.055 |        0.043 |        0.097
       0.112 |        0.039 |        0.151
       0.129 |        0.041 |        0.170
       0.071 |        0.036 |        0.107
       0.094 |        0.092 |        0.186
       0.072 |        0.406 |        0.478
       0.239 |        0.030 |        0.269
       0.057 |        0.141 |        0.198
       0.163 |        0.055 |        0.218
       0.054 |        0.038 |        0.093
       0.055 |        0.038 |        0.093
       0.054 |        0.107 |        0.161
       0.054 |        0.037 |        0.091
       0.054 |        0.030 |        0.083
       0.054 |        0.047 |        0.101
       0.053 |        0.030 |        0.083
       0.053 |        0.030 |        0.083
       0.053 |        0.031 |        0.085
       0.042 |        0.030 |        0.073
       0.054 |        0.029 |        0.083
       0.071 |        0.034 |        0.105
       0.055 |        0.047 |        0.102
       0.054 |        0.045 |        0.099
       0.099 |        0.040 |        0.139
       0.058 |        0.040 |        0.098
       0.054 |        0.033 |        0.087
       0.054 |        0.045 |        0.098
       0.104 |        0.029 |        0.133
       0.054 |        0.030 |        0.083
       0.073 |        0.040 |        0.113
       0.054 |        0.029 |        0.084
       0.053 |        0.030 |        0.084
       0.070 |        0.039 |        0.109
       0.071 |        0.033 |        0.104
       0.055 |        0.057 |        0.111
       0.054 |        0.032 |        0.086
       0.050 |        0.041 |        0.091
       0.062 |        0.032 |        0.094
       0.053 |        0.041 |        0.095
       0.113 |        0.029 |        0.142
       0.021 |        0.031 |        0.052
       0.054 |        0.049 |        0.103
       0.071 |        0.053 |        0.124
       0.055 |        0.033 |        0.088
       0.054 |        0.053 |        0.107
       0.059 |        0.038 |        0.096
       0.054 |        0.036 |        0.090
       0.071 |        0.040 |        0.110
       0.071 |        0.037 |        0.109
       0.054 |        0.030 |        0.085
       0.055 |        0.053 |        0.108
       0.115 |        0.029 |        0.144
       0.054 |        0.124 |        0.178
       0.071 |        0.036 |        0.108
       0.055 |        0.048 |        0.103
       0.054 |        0.036 |        0.089
       0.054 |        0.033 |        0.086
       0.087 |        0.102 |        0.188
       0.086 |        0.030 |        0.116
       0.054 |        0.028 |        0.081
       0.054 |        0.030 |        0.083
       0.060 |        0.027 |        0.087
       0.033 |        0.032 |        0.065
       0.046 |        0.027 |        0.073
       0.070 |        0.046 |        0.117
       0.055 |        0.043 |        0.098
       0.054 |        0.038 |        0.092
       0.054 |        0.029 |        0.082
       0.017 |        0.028 |        0.046
       0.054 |        0.110 |        0.164
       0.054 |        0.049 |        0.103
       0.075 |        0.031 |        0.106
       0.098 |        0.027 |        0.125
       0.071 |        0.042 |        0.113
       0.055 |        0.035 |        0.090
       0.070 |        0.034 |        0.104
       0.016 |        0.030 |        0.046
       0.026 |        0.029 |        0.055
       0.071 |        0.057 |        0.128
       0.055 |        0.029 |        0.084
       0.053 |        0.038 |        0.091
       0.053 |        0.040 |        0.093
       0.043 |        0.045 |        0.087
       0.070 |        0.038 |        0.108
       0.072 |        0.045 |        0.117
       0.054 |        0.033 |        0.086
       0.061 |        0.030 |        0.091
       0.053 |        0.053 |        0.107
       0.071 |        1.004 |        1.075
       0.760 |        0.034 |        0.793
       0.255 |        0.032 |        0.287
       0.099 |        0.036 |        0.135
       0.056 |        0.109 |        0.165
       0.066 |        0.050 |        0.116
       0.054 |        0.037 |        0.092
       0.054 |        0.036 |        0.090
       0.054 |        0.101 |        0.155
       0.054 |        0.035 |        0.089
       0.071 |        0.033 |        0.103
       0.023 |        0.052 |        0.075
       0.055 |        0.048 |        0.103
       0.054 |        0.030 |        0.084
       0.054 |        0.051 |        0.105
       0.053 |        0.035 |        0.088
       0.054 |        0.043 |        0.097
       0.070 |        0.038 |        0.108
       0.055 |        0.050 |        0.105
       0.054 |        0.030 |        0.084
       0.054 |        0.061 |        0.114
       0.125 |        0.030 |        0.155
       0.054 |        0.048 |        0.102
       0.055 |        0.048 |        0.103
       0.071 |        0.049 |        0.120
       0.054 |        0.050 |        0.104
       0.071 |        0.040 |        0.111
       0.071 |        0.123 |        0.195
       0.055 |        0.044 |        0.099
       0.054 |        0.047 |        0.101
       0.083 |        0.037 |        0.120
       0.054 |        0.031 |        0.084
       0.054 |        0.030 |        0.084
       0.054 |        0.028 |        0.082
       0.054 |        0.042 |        0.095
       0.053 |        0.036 |        0.089
       0.109 |        0.035 |        0.144
       0.054 |        0.049 |        0.103
       0.054 |        0.043 |        0.097
       0.053 |        0.035 |        0.088
       0.053 |        0.029 |        0.082
       0.105 |        0.032 |        0.137
       0.054 |        0.028 |        0.082
       0.053 |        0.028 |        0.081
       0.071 |        0.046 |        0.117
       0.082 |        0.057 |        0.139
       0.138 |        0.031 |        0.169
       0.071 |        0.048 |        0.119
       0.085 |        0.032 |        0.117
       0.055 |        0.039 |        0.094
       0.054 |        0.033 |        0.087
       0.054 |        0.030 |        0.084
       0.054 |        0.038 |        0.092
       0.053 |        0.036 |        0.090
       0.054 |        0.033 |        0.087
       0.053 |        0.032 |        0.085
       0.006 |        0.047 |        0.053
       0.054 |        0.030 |        0.083
       0.071 |        0.034 |        0.104
       0.046 |        0.030 |        0.076
       0.054 |        0.028 |        0.082
       0.079 |        0.028 |        0.106
       0.026 |        0.044 |        0.070
       0.071 |        0.037 |        0.108
       0.055 |        0.045 |        0.099
       0.054 |        0.030 |        0.085
       0.074 |        0.029 |        0.103
       0.071 |        0.037 |        0.108
       0.054 |        0.030 |        0.085
       0.053 |        0.032 |        0.086
       0.054 |        0.030 |        0.084
       0.054 |        0.029 |        0.083
       0.070 |        0.116 |        0.186
       0.004 |        0.047 |        0.051
       0.055 |        0.049 |        0.104
       0.023 |        0.034 |        0.057
       0.056 |        0.031 |        0.087
       0.053 |        0.045 |        0.098
       0.084 |        0.047 |        0.131
       0.054 |        0.134 |        0.188
       0.054 |        0.031 |        0.085
       0.054 |        0.030 |        0.083
       0.054 |        0.039 |        0.092
       0.062 |        0.044 |        0.106
       0.053 |        0.039 |        0.093
       0.071 |        0.047 |        0.118
       0.072 |        0.053 |        0.125
       0.054 |        0.125 |        0.180
       0.111 |        0.051 |        0.161
       0.019 |        0.036 |        0.056
       0.071 |        0.037 |        0.109
       0.055 |        0.038 |        0.093
       0.054 |        0.036 |        0.090
       0.053 |        0.120 |        0.174
       0.122 |        0.046 |        0.168
       0.054 |        0.031 |        0.085
       0.053 |        0.038 |        0.091
       0.071 |        0.037 |        0.108
       0.055 |        0.048 |        0.102
       0.054 |        0.035 |        0.088
       0.054 |        0.030 |        0.083
       0.057 |        0.027 |        0.084
       0.053 |        0.042 |        0.094
       0.054 |        0.029 |        0.083
       0.054 |        0.028 |        0.082
       0.053 |        0.036 |        0.089
       0.053 |        0.030 |        0.084
       0.014 |        0.046 |        0.060
       0.071 |        0.032 |        0.103
       0.054 |        0.034 |        0.088
       0.055 |        0.030 |        0.085
       0.053 |        0.029 |        0.082
       0.062 |        0.028 |        0.090
       0.053 |        0.028 |        0.081
       0.054 |        0.028 |        0.082
       0.053 |        0.052 |        0.105
       0.127 |        0.035 |        0.162
       0.054 |        0.039 |        0.093
       0.079 |        0.037 |        0.116
       0.054 |        0.030 |        0.084
       0.053 |        0.039 |        0.092
       0.071 |        0.039 |        0.110
       0.055 |        0.041 |        0.095
       0.071 |        0.036 |        0.107
       0.062 |        0.029 |        0.091
       0.055 |        0.091 |        0.146
       0.054 |        0.031 |        0.086
       0.060 |        0.028 |        0.087
       0.053 |        0.093 |        0.146
       0.055 |        0.027 |        0.081
       0.071 |        0.046 |        0.117
       0.055 |        0.031 |        0.085
       0.071 |        0.053 |        0.124
       0.114 |        0.036 |        0.150
       0.071 |        0.049 |        0.120
       0.055 |        0.031 |        0.086
       0.054 |        0.039 |        0.093
       0.054 |        0.031 |        0.085
       0.054 |        0.049 |        0.103
       0.054 |        0.119 |        0.173
       0.196 |        0.031 |        0.227
       0.054 |        0.045 |        0.099
       0.054 |        0.029 |        0.083
       0.053 |        0.030 |        0.083
       0.053 |        0.029 |        0.083
       0.058 |        0.033 |        0.091
       0.055 |        0.029 |        0.084
       0.053 |        0.034 |        0.087
       0.070 |        0.031 |        0.100
       0.054 |        0.122 |        0.176
       0.054 |        0.027 |        0.081
       0.053 |        0.034 |        0.087
       0.054 |        0.039 |        0.093
       0.053 |        0.044 |        0.098
       0.071 |        0.058 |        0.128
       0.055 |        0.048 |        0.102
       0.073 |        0.048 |        0.121
       0.054 |        0.048 |        0.102
       0.054 |        0.105 |        0.159
       0.071 |        0.034 |        0.105
       0.072 |        0.037 |        0.108
       0.083 |        0.031 |        0.114
       0.056 |        0.027 |        0.083
       0.071 |        0.057 |        0.128
       0.055 |        0.050 |        0.104
       0.054 |        0.034 |        0.087
       0.053 |        0.032 |        0.085
       0.053 |        0.027 |        0.081
       0.054 |        0.030 |        0.085
       0.054 |        0.030 |        0.084
       0.055 |        0.103 |        0.158
       0.055 |        0.040 |        0.095
       0.095 |        0.029 |        0.125
       0.070 |        0.033 |        0.103
       0.071 |        0.033 |        0.105
       0.055 |        0.030 |        0.085
       0.054 |        0.042 |        0.095
       0.054 |        0.039 |        0.093
       0.053 |        0.047 |        0.101
       0.119 |        0.039 |        0.159
       0.054 |        0.038 |        0.091
       0.054 |        0.036 |        0.090
       0.053 |        0.033 |        0.086
       0.072 |        0.033 |        0.105
       0.054 |        0.038 |        0.092
       0.054 |        0.047 |        0.101
       0.054 |        0.046 |        0.099
       0.071 |        0.054 |        0.125
       0.084 |        0.045 |        0.129
       0.072 |        0.047 |        0.119
       0.055 |        0.040 |        0.094
       0.054 |        0.051 |        0.104
       0.062 |        0.033 |        0.096
       0.026 |        0.028 |        0.054
       0.055 |        0.047 |        0.101
       0.054 |        0.031 |        0.084
       0.054 |        0.033 |        0.087
       0.053 |        0.030 |        0.083
       0.054 |        0.051 |        0.105
       0.112 |        0.029 |        0.142
       0.071 |        0.033 |        0.104
       0.032 |        0.036 |        0.068
       0.055 |        0.028 |        0.083
       0.054 |        0.028 |        0.082
       0.053 |        0.029 |        0.083
       0.054 |        0.047 |        0.101
       0.071 |        0.034 |        0.104
       0.055 |        0.029 |        0.084
       0.013 |        0.027 |        0.040
       0.071 |        0.041 |        0.112
       0.054 |        0.033 |        0.088
       0.071 |        0.126 |        0.196
       0.055 |        0.129 |        0.183
       0.054 |        0.031 |        0.085
       0.062 |        0.032 |        0.095
       0.072 |        0.035 |        0.107
       0.054 |        0.029 |        0.083
       0.054 |        0.045 |        0.099
       0.109 |        0.034 |        0.143
       0.166 |        0.028 |        0.194
       0.166 |        0.029 |        0.195
       0.055 |        0.032 |        0.086
       0.054 |        0.030 |        0.084
       0.053 |        0.027 |        0.081
       0.053 |        0.052 |        0.105
       0.055 |        0.039 |        0.094
       0.053 |        0.036 |        0.089
       0.093 |        0.049 |        0.142
       0.071 |        0.034 |        0.106
       0.055 |        0.028 |        0.083
       0.071 |        0.034 |        0.105
       0.024 |        0.028 |        0.052
       0.055 |        0.028 |        0.083
       0.071 |        0.041 |        0.112
       0.056 |        0.047 |        0.103
       0.054 |        0.038 |        0.091
       0.054 |        0.040 |        0.094
       0.106 |        0.046 |        0.152
       0.054 |        0.031 |        0.085
       0.105 |        0.030 |        0.135
       0.054 |        0.047 |        0.101
       0.071 |        0.042 |        0.113
       0.083 |        0.049 |        0.132
       0.055 |        0.045 |        0.099
       0.071 |        0.033 |        0.104
       0.054 |        0.053 |        0.107
       0.054 |        0.031 |        0.085
       0.054 |        0.028 |        0.082
       0.053 |        0.047 |        0.100
       0.054 |        0.049 |        0.102
       0.051 |        0.039 |        0.089
       0.054 |        0.031 |        0.084
       0.058 |        0.031 |        0.089
       0.071 |        0.053 |        0.123
       0.007 |        0.093 |        0.100
       0.055 |        0.033 |        0.088
       0.071 |        0.037 |        0.108
       0.104 |        0.028 |        0.132
       0.054 |        0.034 |        0.088
       0.054 |        0.038 |        0.091
       0.053 |        0.029 |        0.082
       0.053 |        0.048 |        0.101
       0.062 |        0.034 |        0.096
       0.053 |        0.027 |        0.080
       0.071 |        0.041 |        0.112
       0.054 |        0.125 |        0.180
       0.158 |        0.041 |        0.198
       0.054 |        0.122 |        0.176
       0.057 |        0.050 |        0.107
       0.054 |        0.031 |        0.084
       0.045 |        0.048 |        0.093
       0.054 |        0.048 |        0.102
       0.082 |        0.121 |        0.203
       0.176 |        0.028 |        0.205
       0.071 |        0.038 |        0.109
       0.071 |        0.046 |        0.117
       0.071 |        0.036 |        0.107
       0.054 |        0.041 |        0.096
       0.054 |        0.108 |        0.162
       0.053 |        0.049 |        0.102
       0.042 |        0.028 |        0.070
       0.054 |        0.032 |        0.086
       0.054 |        0.031 |        0.084
       0.070 |        0.027 |        0.097
       0.054 |        0.027 |        0.081
       0.070 |        0.036 |        0.106
       0.054 |        0.100 |        0.154
       0.071 |        0.034 |        0.105
       0.054 |        0.042 |        0.097
       0.054 |        0.032 |        0.086
       0.054 |        0.029 |        0.084
       0.053 |        0.037 |        0.090
       0.054 |        0.033 |        0.087
       0.054 |        0.028 |        0.081
       0.071 |        0.035 |        0.106
       0.055 |        0.053 |        0.108
       0.071 |        0.037 |        0.108
       0.065 |        0.050 |        0.115
       0.003 |        0.048 |        0.051
       0.055 |        0.045 |        0.100
       0.071 |        0.052 |        0.122
       0.055 |        0.036 |        0.090
       0.070 |        0.047 |        0.117
       0.038 |        0.040 |        0.078
       0.055 |        0.035 |        0.090
       0.054 |        0.034 |        0.087
       0.054 |        0.143 |        0.196
       0.073 |        0.057 |        0.129
       0.055 |        0.031 |        0.086
       0.053 |        0.034 |        0.087
       0.053 |        0.029 |        0.082
       0.072 |        0.104 |        0.177
       0.054 |        0.045 |        0.099
       0.054 |        0.044 |        0.097
       0.053 |        0.028 |        0.082
       0.094 |        0.047 |        0.141
       0.059 |        0.039 |        0.098
       0.053 |        0.035 |        0.088
       0.070 |        0.118 |        0.188
       0.055 |        0.034 |        0.089
       0.071 |        0.037 |        0.108
       0.011 |        0.028 |        0.039
       0.055 |        0.039 |        0.094
       0.071 |        0.046 |        0.117
       0.142 |        0.045 |        0.187
       0.061 |        0.033 |        0.094
       0.054 |        0.032 |        0.086
       0.053 |        0.028 |        0.081
       0.053 |        0.030 |        0.084
       0.053 |        0.030 |        0.083
       0.058 |        0.032 |        0.090
       0.054 |        0.028 |        0.081
       0.053 |        0.027 |        0.081
       0.056 |        0.029 |        0.085
       0.053 |        0.032 |        0.085
       0.054 |        0.031 |        0.085
       0.070 |        0.033 |        0.104
       0.055 |        0.034 |        0.088
       0.054 |        0.053 |        0.107
       0.086 |        0.046 |        0.133
       0.054 |        0.039 |        0.093
       0.054 |        0.100 |        0.153
       0.077 |        0.030 |        0.108
       0.090 |        0.027 |        0.117
       0.054 |        0.036 |        0.090
       0.046 |        0.084 |        0.129
       0.054 |        0.031 |        0.086
       0.053 |        0.029 |        0.083
       0.070 |        0.048 |        0.118
       0.071 |        0.051 |        0.123
       0.054 |        0.034 |        0.088
       0.057 |        0.034 |        0.092
       0.071 |        0.047 |        0.118
       0.055 |        0.034 |        0.090
       0.054 |        0.133 |        0.187
       0.000 |        0.033 |        0.034
       0.055 |        0.042 |        0.098
       0.054 |        0.035 |        0.089
       0.053 |        0.040 |        0.094
       0.053 |        0.043 |        0.096
       0.053 |        0.046 |        0.099
       0.054 |        0.029 |        0.083
       0.053 |        0.041 |        0.094
       0.090 |        0.038 |        0.128
       0.054 |        0.033 |        0.087
       0.053 |        0.028 |        0.081
       0.010 |        0.044 |        0.054
       0.071 |        0.051 |        0.121
       0.054 |        0.041 |        0.095
       0.054 |        0.037 |        0.091
       0.054 |        0.037 |        0.090
       0.053 |        0.036 |        0.089
       0.053 |        0.047 |        0.101
       0.054 |        0.030 |        0.084
       0.054 |        0.042 |        0.096
       0.076 |        0.040 |        0.116
       0.054 |        0.125 |        0.179
       0.054 |        0.043 |        0.097
       0.053 |        0.028 |        0.082
       0.072 |        0.047 |        0.119
       0.072 |        0.038 |        0.110
       0.071 |        0.033 |        0.104
       0.054 |        0.042 |        0.096
       0.071 |        0.033 |        0.104
       0.086 |        0.053 |        0.139
       0.055 |        0.032 |        0.087
       0.054 |        0.034 |        0.087
       0.006 |        0.035 |        0.041
       0.054 |        0.034 |        0.087
       0.053 |        0.041 |        0.094
       0.054 |        0.045 |        0.098
       0.054 |        0.029 |        0.082
       0.054 |        0.027 |        0.081
       0.054 |        0.043 |        0.097
       0.053 |        0.034 |        0.087
       0.053 |        0.044 |        0.098
       0.054 |        0.030 |        0.084
       0.055 |        0.029 |        0.083
       0.053 |        0.121 |        0.175
       0.054 |        0.028 |        0.083
       0.053 |        0.030 |        0.083
       0.092 |        0.036 |        0.128
       0.054 |        0.039 |        0.093
       0.053 |        0.030 |        0.084
       0.053 |        0.028 |        0.081
       0.071 |        0.060 |        0.130
       0.054 |        0.035 |        0.089
       0.048 |        0.038 |        0.086
       0.007 |        0.040 |        0.047
       0.071 |        0.036 |        0.107
       0.054 |        0.049 |        0.103
       0.053 |        0.029 |        0.082
       0.055 |        0.048 |        0.103
       0.053 |        0.028 |        0.081
       0.071 |        0.055 |        0.125
       0.071 |        0.053 |        0.125
       0.071 |        0.054 |        0.125
       0.060 |        0.038 |        0.098
       0.054 |        0.041 |        0.095
       0.044 |        0.033 |        0.077
       0.054 |        0.030 |        0.084
       0.054 |        0.037 |        0.091
       0.054 |        0.030 |        0.084
       0.053 |        0.029 |        0.083
       0.053 |        0.028 |        0.081
       0.054 |        0.041 |        0.095
       0.001 |        0.039 |        0.040
       0.053 |        0.028 |        0.081
       0.053 |        0.037 |        0.090
       0.028 |        0.043 |        0.070
       0.054 |        0.038 |        0.092
       0.055 |        0.050 |        0.105
       0.075 |        0.030 |        0.105
       0.072 |        0.034 |        0.106
       0.054 |        0.111 |        0.165
       0.138 |        0.030 |        0.168
       0.138 |        0.036 |        0.174
       0.110 |        0.030 |        0.140
       0.055 |        0.050 |        0.104
       0.054 |        0.030 |        0.084
       0.055 |        0.115 |        0.170
       0.054 |        0.029 |        0.082
       0.053 |        0.050 |        0.103
       0.079 |        0.035 |        0.114
       0.072 |        0.104 |        0.176
       0.072 |        0.037 |        0.110
       0.039 |        0.058 |        0.097
       0.072 |        0.051 |        0.123
       0.054 |        0.031 |        0.085
       0.053 |        0.042 |        0.096
       0.071 |        0.042 |        0.113
       0.054 |        0.042 |        0.097
       0.054 |        0.036 |        0.091
       0.053 |        0.030 |        0.084
       0.053 |        0.035 |        0.088
       0.072 |        0.132 |        0.204
       0.071 |        0.040 |        0.111
       0.125 |        0.028 |        0.153
       0.056 |        0.129 |        0.185
       0.031 |        0.037 |        0.069
       0.054 |        0.039 |        0.093
       0.055 |        0.034 |        0.089
       0.053 |        0.046 |        0.100
       0.053 |        0.029 |        0.082
       0.054 |        0.028 |        0.081
       0.053 |        0.045 |        0.098
       0.054 |        0.035 |        0.089
       0.070 |        0.036 |        0.107
       0.055 |        0.030 |        0.085
       0.055 |        0.038 |        0.093
       0.071 |        0.039 |        0.109
       0.054 |        0.028 |        0.082
       0.054 |        0.030 |        0.084
       0.055 |        0.030 |        0.085
       0.030 |        0.044 |        0.074
       0.054 |        0.030 |        0.084
       0.054 |        0.029 |        0.083
       0.054 |        0.043 |        0.097
       0.053 |        0.038 |        0.091
       0.054 |        0.048 |        0.101
       0.054 |        0.048 |        0.101
       0.054 |        0.028 |        0.082
       0.053 |        0.121 |        0.175
       0.071 |        0.044 |        0.115
       0.055 |        0.031 |        0.086
       0.053 |        0.028 |        0.082
       0.054 |        0.051 |        0.105
       0.070 |        0.035 |        0.105
       0.055 |        0.051 |        0.106
       0.054 |        0.036 |        0.090
       0.053 |        0.030 |        0.084
       0.055 |        0.029 |        0.083
       0.053 |        0.050 |        0.103
       0.003 |        0.045 |        0.048
       0.070 |        0.052 |        0.122
       0.055 |        0.037 |        0.092
       0.052 |        0.042 |        0.093
       0.084 |        0.051 |        0.135
       0.054 |        0.029 |        0.084
       0.100 |        0.043 |        0.143
       0.054 |        0.028 |        0.082
       0.072 |        0.053 |        0.125
       0.055 |        0.034 |        0.089
       0.054 |        0.031 |        0.084
       0.054 |        0.035 |        0.089
       0.071 |        0.100 |        0.170
       0.055 |        0.034 |        0.089
       0.054 |        0.051 |        0.105
       0.053 |        0.041 |        0.094
       0.072 |        0.035 |        0.106
       0.113 |        0.044 |        0.158
       0.161 |        0.034 |        0.195
       0.071 |        0.042 |        0.113
       0.054 |        0.030 |        0.084
       0.057 |        0.052 |        0.109
       0.054 |        0.044 |        0.098
       0.053 |        0.030 |        0.083
       0.054 |        0.036 |        0.090
       0.104 |        0.030 |        0.134
       0.054 |        0.028 |        0.082
       0.058 |        0.031 |        0.089
       0.054 |        0.039 |        0.093
       0.072 |        0.037 |        0.109
       0.054 |        0.043 |        0.097
       0.071 |        0.034 |        0.104
       0.055 |        0.031 |        0.086
       0.054 |        0.051 |        0.105
       0.054 |        0.039 |        0.093
       0.111 |        0.032 |        0.143
       0.056 |        0.029 |        0.085
       0.053 |        0.035 |        0.089
       0.053 |        0.041 |        0.095
       0.054 |        0.050 |        0.104
       0.054 |        0.030 |        0.084
       0.053 |        0.029 |        0.082
       0.053 |        0.108 |        0.162
       0.054 |        0.029 |        0.083
       0.053 |        0.036 |        0.089
       0.070 |        0.037 |        0.108
       0.070 |        0.051 |        0.122
       0.054 |        0.042 |        0.096
       0.054 |        0.033 |        0.087
       0.054 |        0.031 |        0.084
       0.002 |        0.051 |        0.053
       0.062 |        0.033 |        0.095
       0.053 |        0.041 |        0.095
       0.074 |        0.028 |        0.102
       0.013 |        0.035 |        0.047
       0.070 |        0.037 |        0.107
       0.071 |        0.050 |        0.121
       0.055 |        0.044 |        0.099
       0.054 |        0.033 |        0.087
       0.054 |        0.041 |        0.094
       0.020 |        0.042 |        0.062
       0.054 |        0.030 |        0.084
       0.054 |        0.034 |        0.088
       0.109 |        0.045 |        0.154
       0.055 |        0.029 |        0.084
       0.053 |        0.107 |        0.160
       0.053 |        0.097 |        0.150
       0.098 |        0.029 |        0.126
       0.132 |        0.035 |        0.167
       0.054 |        0.080 |        0.134
       0.135 |        0.031 |        0.166
       0.070 |        0.037 |        0.108
       0.055 |        0.042 |        0.097
       0.104 |        0.031 |        0.135
       0.070 |        0.045 |        0.115
       0.054 |        0.040 |        0.094
       0.055 |        0.034 |        0.090
       0.053 |        0.132 |        0.186
       0.054 |        0.085 |        0.139
       0.053 |        0.043 |        0.097
       0.057 |        0.042 |        0.099
       0.054 |        0.043 |        0.097
       0.072 |        0.038 |        0.110
       0.054 |        0.039 |        0.093
       0.040 |        0.052 |        0.092
       0.054 |        0.081 |        0.135
       0.072 |        0.045 |        0.117
       0.027 |        0.036 |        0.063
       0.054 |        0.047 |        0.102
       0.053 |        0.049 |        0.102
       0.053 |        0.031 |        0.085
       0.054 |        0.049 |        0.102
       0.053 |        0.028 |        0.082
       0.072 |        0.055 |        0.126
       0.054 |        0.042 |        0.097
       0.071 |        0.057 |        0.128
       0.148 |        0.034 |        0.182
       0.055 |        0.030 |        0.085
       0.097 |        0.037 |        0.134
       0.071 |        0.042 |        0.113
       0.055 |        0.037 |        0.092
       0.054 |        0.034 |        0.088
       0.105 |        0.027 |        0.132
       0.054 |        0.039 |        0.093
       0.054 |        0.035 |        0.089
       0.089 |        0.036 |        0.124
       0.054 |        0.048 |        0.103
       0.053 |        0.036 |        0.089
       0.071 |        0.036 |        0.107
       0.054 |        0.028 |        0.083
       0.071 |        0.059 |        0.130
       0.055 |        0.048 |        0.103
       0.054 |        0.039 |        0.093
       0.053 |        0.038 |        0.092
       0.054 |        0.044 |        0.098
       0.053 |        0.043 |        0.096
       0.053 |        0.047 |        0.100
       0.053 |        0.050 |        0.104
       0.083 |        0.033 |        0.116
       0.075 |        0.028 |        0.102
       0.071 |        0.043 |        0.114
       0.057 |        0.030 |        0.088
       0.055 |        0.035 |        0.090
       0.070 |        0.034 |        0.104
       0.055 |        0.047 |        0.102
       0.123 |        0.038 |        0.161
       0.054 |        0.038 |        0.092
       0.056 |        0.041 |        0.097
       0.053 |        0.032 |        0.085
       0.054 |        0.029 |        0.083
       0.053 |        0.043 |        0.096
       0.071 |        0.049 |        0.120
       0.056 |        0.033 |        0.089
       0.063 |        0.030 |        0.093
       0.070 |        0.037 |        0.107
       0.079 |        0.035 |        0.113
       0.056 |        0.029 |        0.085
       0.106 |        0.049 |        0.154
       0.054 |        0.028 |        0.082
       0.053 |        0.042 |        0.095
       0.055 |        0.048 |        0.102
       0.053 |        0.047 |        0.100
       0.054 |        0.030 |        0.083
       0.055 |        0.136 |        0.191
       0.054 |        0.044 |        0.098
       0.049 |        0.028 |        0.077
       0.054 |        0.027 |        0.081
       0.067 |        0.047 |        0.115
       0.054 |        0.029 |        0.084
       0.071 |        0.054 |        0.125
       0.054 |        0.031 |        0.086
       0.054 |        0.044 |        0.098
       0.054 |        0.028 |        0.082
       0.053 |        0.101 |        0.154
       0.054 |        0.040 |        0.094
       0.054 |        0.032 |        0.086
       0.084 |        0.029 |        0.113
       0.054 |        0.041 |        0.095
       0.053 |        0.035 |        0.088
       0.054 |        0.042 |        0.096
       0.072 |        0.132 |        0.204
       0.055 |        0.039 |        0.094
       0.071 |        0.047 |        0.117
       0.071 |        0.052 |        0.123
       0.071 |        0.033 |        0.104
       0.054 |        0.032 |        0.086
       0.054 |        0.029 |        0.083
       0.053 |        0.030 |        0.083
       0.055 |        0.057 |        0.111
       0.054 |        0.051 |        0.104
       0.080 |        0.036 |        0.116
       0.003 |        0.035 |        0.038
       0.054 |        0.038 |        0.092
       0.054 |        0.032 |        0.087
       0.054 |        0.037 |        0.091
       0.054 |        0.118 |        0.172
       0.054 |        0.035 |        0.089
       0.054 |        0.030 |        0.084
       0.071 |        0.034 |        0.105
       0.070 |        0.040 |        0.110
       0.071 |        0.032 |        0.103
       0.054 |        0.126 |        0.180
       0.072 |        0.034 |        0.106
       0.054 |        0.057 |        0.112
       0.038 |        0.034 |        0.072
       0.054 |        0.037 |        0.091
       0.053 |        0.032 |        0.085
       0.054 |        0.036 |        0.090
       0.070 |        0.112 |        0.182
       0.055 |        0.045 |        0.100
       0.054 |        0.049 |        0.103
       0.054 |        0.123 |        0.177
       0.054 |        0.030 |        0.083
       0.054 |        0.050 |        0.103
       0.053 |        0.040 |        0.093
       0.053 |        0.030 |        0.083
       0.024 |        0.046 |        0.070
       0.070 |        0.036 |        0.106
       0.054 |        0.051 |        0.106
       0.054 |        0.034 |        0.087
       0.070 |        0.052 |        0.122
       0.055 |        0.047 |        0.102
