  QueueTimes | ServiceTimes | SojournTimes
       0.107 |        0.036 |        0.143
       0.054 |        0.035 |        0.089
       0.055 |        0.038 |        0.093
       0.055 |        0.040 |        0.095
       0.056 |        0.157 |        0.213
       0.071 |        0.060 |        0.131
       0.073 |        0.058 |        0.132
       0.077 |        0.054 |        0.131
       0.072 |        0.046 |        0.118
       0.056 |        0.040 |        0.096
       0.056 |        0.039 |        0.095
       0.056 |        0.038 |        0.094
       0.055 |        0.048 |        0.103
       0.080 |        0.035 |        0.115
       0.054 |        0.048 |        0.103
       0.057 |        0.051 |        0.109
       0.056 |        0.046 |        0.101
       0.055 |        0.049 |        0.104
       0.055 |        0.044 |        0.100
       0.056 |        0.035 |        0.091
       0.055 |        0.035 |        0.090
       0.055 |        0.042 |        0.097
       0.081 |        0.044 |        0.125
       0.055 |        0.050 |        0.105
       0.056 |        0.040 |        0.096
       0.055 |        0.183 |        0.238
       0.071 |        0.053 |        0.124
       0.056 |        0.037 |        0.093
       0.073 |        0.058 |        0.131
       0.055 |        0.036 |        0.091
       0.100 |        0.048 |        0.148
       0.072 |        0.171 |        0.243
       0.093 |        0.041 |        0.134
       0.055 |        0.038 |        0.093
       0.056 |        0.035 |        0.091
       0.056 |        0.056 |        0.112
       0.055 |        0.058 |        0.113
       0.055 |        0.034 |        0.089
       0.056 |        0.048 |        0.104
       0.056 |        0.035 |        0.091
       0.055 |        0.042 |        0.097
       0.054 |        0.033 |        0.088
       0.055 |        0.162 |        0.218
       0.056 |        0.031 |        0.087
       0.055 |        0.045 |        0.099
       0.056 |        0.045 |        0.102
       0.086 |        0.035 |        0.121
       0.073 |        0.059 |        0.131
       0.072 |        0.045 |        0.117
       0.071 |        0.047 |        0.117
       0.055 |        0.038 |        0.093
       0.057 |        0.052 |        0.108
       0.244 |        0.053 |        0.297
       0.072 |        0.041 |        0.114
       0.055 |        0.046 |        0.101
       0.057 |        0.040 |        0.097
       0.057 |        0.044 |        0.101
       0.056 |        0.032 |        0.088
       0.055 |        0.036 |        0.092
       0.056 |        0.032 |        0.088
       0.056 |        0.049 |        0.104
       0.055 |        0.049 |        0.104
       0.056 |        0.044 |        0.100
       0.055 |        0.047 |        0.102
       0.056 |        0.043 |        0.100
       0.055 |        0.052 |        0.108
       0.055 |        0.040 |        0.095
       0.072 |        0.051 |        0.123
       0.072 |        0.057 |        0.129
       0.056 |        0.041 |        0.097
       0.071 |        0.047 |        0.118
       0.058 |        0.039 |        0.096
       0.072 |        0.050 |        0.122
       0.081 |        0.047 |        0.128
       0.079 |        0.050 |        0.129
       0.079 |        0.042 |        0.121
       0.055 |        0.047 |        0.102
       0.054 |        0.044 |        0.098
       0.054 |        0.042 |        0.097
       0.081 |        0.043 |        0.124
       0.056 |        0.037 |        0.093
       0.055 |        0.041 |        0.096
       0.066 |        0.036 |        0.102
       0.055 |        0.045 |        0.100
       0.055 |        0.048 |        0.103
       0.054 |        0.046 |        0.100
       0.078 |        0.040 |        0.118
       0.056 |        0.048 |        0.104
       0.072 |        0.042 |        0.113
       0.054 |        0.041 |        0.094
       0.063 |        0.032 |        0.095
       0.057 |        0.047 |        0.103
       0.056 |        0.032 |        0.089
       0.055 |        0.040 |        0.094
       0.055 |        0.049 |        0.104
       0.055 |        0.036 |        0.091
       0.056 |        0.053 |        0.108
       0.055 |        0.036 |        0.091
       0.054 |        0.034 |        0.088
       0.055 |        0.045 |        0.100
       0.056 |        0.044 |        0.100
       0.055 |        0.053 |        0.108
       0.071 |        0.041 |        0.112
       0.055 |        0.165 |        0.220
       0.055 |        0.040 |        0.095
       0.071 |        0.047 |        0.117
       0.071 |        0.055 |        0.126
       0.072 |        0.042 |        0.115
       0.058 |        0.032 |        0.090
       0.072 |        0.053 |        0.125
       0.083 |        0.035 |        0.118
       0.073 |        0.051 |        0.123
       0.072 |        0.054 |        0.126
       0.056 |        0.041 |        0.097
       0.073 |        0.047 |        0.119
       0.056 |        0.037 |        0.093
       0.057 |        0.050 |        0.107
       0.055 |        0.047 |        0.102
       0.056 |        0.036 |        0.091
       0.054 |        0.037 |        0.091
       0.055 |        0.045 |        0.100
       0.085 |        0.048 |        0.133
       0.056 |        0.040 |        0.096
       0.072 |        0.058 |        0.130
       0.071 |        0.050 |        0.122
       0.056 |        0.054 |        0.110
       0.055 |        0.034 |        0.089
       0.056 |        0.037 |        0.093
       0.057 |        0.035 |        0.092
       0.055 |        0.036 |        0.091
       0.054 |        0.031 |        0.085
       0.055 |        0.052 |        0.107
       0.054 |        0.040 |        0.095
       0.067 |        0.252 |        0.319
       0.054 |        0.050 |        0.104
       0.057 |        0.055 |        0.112
       0.071 |        0.055 |        0.126
       0.072 |        0.061 |        0.133
       0.115 |        0.044 |        0.159
       0.063 |        0.041 |        0.104
       0.111 |        0.047 |        0.157
       0.056 |        0.066 |        0.121
       0.055 |        0.052 |        0.108
       0.072 |        0.043 |        0.115
       0.072 |        0.045 |        0.116
       0.074 |        0.059 |        0.133
       0.071 |        0.050 |        0.122
       0.074 |        0.047 |        0.121
       0.057 |        0.041 |        0.098
       0.056 |        0.040 |        0.096
       0.056 |        0.051 |        0.107
       0.055 |        0.033 |        0.088
       0.056 |        0.049 |        0.105
       0.055 |        0.037 |        0.092
       0.070 |        0.053 |        0.123
       0.071 |        0.060 |        0.131
       0.056 |        0.041 |        0.097
       0.077 |        0.057 |        0.134
       0.071 |        0.050 |        0.120
       0.056 |        0.036 |        0.092
       0.055 |        0.040 |        0.096
       0.081 |        0.035 |        0.117
       0.056 |        0.037 |        0.093
       0.055 |        0.059 |        0.114
       0.071 |        0.054 |        0.125
       0.072 |        0.052 |        0.124
       0.071 |        0.042 |        0.113
       0.073 |        0.057 |        0.129
       0.072 |        0.042 |        0.114
       0.073 |        0.049 |        0.121
       0.075 |        0.061 |        0.135
       0.056 |        0.051 |        0.107
       0.078 |        0.061 |        0.139
       0.056 |        0.050 |        0.106
       0.055 |        0.036 |        0.091
       0.057 |        0.038 |        0.095
       0.055 |        0.036 |        0.091
       0.056 |        0.038 |        0.093
       0.056 |        0.044 |        0.100
       0.055 |        0.042 |        0.096
       0.056 |        0.034 |        0.090
       0.073 |        0.063 |        0.136
       0.071 |        0.047 |        0.118
       0.071 |        0.055 |        0.126
       0.057 |        0.044 |        0.101
       0.057 |        0.050 |        0.106
       0.074 |        0.045 |        0.118
       0.056 |        0.040 |        0.095
       0.055 |        0.039 |        0.095
       0.055 |        0.046 |        0.101
       0.057 |        0.034 |        0.091
       0.055 |        0.054 |        0.109
       0.071 |        0.070 |        0.141
       0.072 |        0.054 |        0.126
       0.071 |        0.040 |        0.111
       0.074 |        0.043 |        0.117
       0.103 |        0.046 |        0.149
       0.055 |        0.196 |        0.252
       0.077 |        0.031 |        0.109
       0.055 |        0.038 |        0.093
       0.054 |        0.034 |        0.089
       0.055 |        0.036 |        0.091
       0.055 |        0.045 |        0.100
       0.057 |        0.049 |        0.106
       0.056 |        0.047 |        0.103
       0.055 |        0.043 |        0.098
       0.055 |        0.055 |        0.110
       0.057 |        0.049 |        0.105
       0.056 |        0.036 |        0.092
       0.071 |        0.046 |        0.117
       0.070 |        0.055 |        0.126
       0.055 |        0.037 |        0.092
       0.101 |        0.044 |        0.145
       0.056 |        0.042 |        0.099
       0.056 |        0.040 |        0.096
       0.077 |        0.047 |        0.125
       0.072 |        0.053 |        0.126
       0.055 |        0.045 |        0.100
       0.056 |        0.036 |        0.092
       0.072 |        0.044 |        0.116
       0.057 |        0.040 |        0.097
       0.072 |        0.040 |        0.112
       0.056 |        0.040 |        0.095
       0.074 |        0.057 |        0.131
       0.072 |        0.059 |        0.131
       0.072 |        0.059 |        0.131
       0.056 |        0.050 |        0.106
       0.071 |        0.180 |        0.252
       0.057 |        0.043 |        0.100
       0.056 |        0.049 |        0.106
       0.057 |        0.035 |        0.092
       0.056 |        0.044 |        0.100
       0.056 |        0.035 |        0.091
       0.057 |        0.038 |        0.095
       0.056 |        0.036 |        0.092
       0.071 |        0.055 |        0.126
       0.080 |        0.039 |        0.119
       0.076 |        0.040 |        0.117
       0.055 |        0.045 |        0.100
       0.056 |        0.049 |        0.105
       0.054 |        0.048 |        0.102
       0.086 |        0.051 |        0.137
       0.154 |        0.034 |        0.189
       0.134 |        0.049 |        0.183
       0.121 |        0.050 |        0.171
       0.151 |        0.050 |        0.201
       0.137 |        0.044 |        0.180
       0.261 |        0.049 |        0.311
       0.055 |        0.043 |        0.099
       0.057 |        0.039 |        0.096
       0.056 |        0.047 |        0.102
       0.072 |        0.058 |        0.130
       0.071 |        0.042 |        0.113
       0.055 |        0.044 |        0.099
       0.054 |        0.033 |        0.088
       0.056 |        0.039 |        0.095
       0.058 |        0.033 |        0.091
       0.056 |        0.043 |        0.098
       0.080 |        0.036 |        0.117
       0.079 |        0.043 |        0.122
       0.056 |        0.036 |        0.092
       0.054 |        0.041 |        0.095
       0.056 |        0.040 |        0.096
       0.069 |        0.038 |        0.107
       0.072 |        0.230 |        0.302
       0.070 |        0.055 |        0.125
       0.055 |        0.042 |        0.097
       0.056 |        0.043 |        0.099
       0.057 |        0.050 |        0.106
       0.056 |        0.038 |        0.093
       0.054 |        0.036 |        0.090
       0.065 |        0.035 |        0.100
       0.057 |        0.044 |        0.101
       0.056 |        0.031 |        0.087
       0.055 |        0.035 |        0.090
       0.056 |        0.034 |        0.090
       0.081 |        0.035 |        0.116
       0.055 |        0.031 |        0.085
       0.054 |        0.158 |        0.213
       0.056 |        0.033 |        0.089
       0.055 |        0.031 |        0.086
       0.105 |        0.047 |        0.152
       0.055 |        0.034 |        0.089
       0.098 |        0.046 |        0.144
       0.055 |        0.050 |        0.105
       0.056 |        0.038 |        0.095
       0.071 |        0.062 |        0.133
       0.072 |        0.046 |        0.118
       0.057 |        0.042 |        0.098
       0.073 |        0.049 |        0.122
       0.072 |        0.054 |        0.126
       0.072 |        0.057 |        0.128
       0.070 |        0.047 |        0.117
       0.056 |        0.057 |        0.113
       0.055 |        0.041 |        0.097
       0.057 |        0.042 |        0.099
       0.057 |        0.035 |        0.092
       0.057 |        0.035 |        0.091
       0.056 |        0.051 |        0.107
       0.055 |        0.040 |        0.095
       0.056 |        0.154 |        0.209
       0.056 |        0.044 |        0.100
       0.056 |        0.040 |        0.096
       0.056 |        0.046 |        0.101
       0.055 |        0.048 |        0.102
       0.073 |        0.045 |        0.117
       0.090 |        0.045 |        0.135
       0.055 |        0.045 |        0.100
       0.076 |        0.031 |        0.108
       0.056 |        0.041 |        0.096
       0.055 |        0.041 |        0.096
       0.071 |        0.044 |        0.116
       0.056 |        0.042 |        0.097
       0.074 |        0.052 |        0.127
       0.074 |        0.051 |        0.125
       0.072 |        0.054 |        0.126
       0.071 |        0.059 |        0.130
       0.058 |        0.033 |        0.090
       0.056 |        0.052 |        0.108
       0.055 |        0.055 |        0.110
       0.056 |        0.049 |        0.106
       0.056 |        0.048 |        0.105
       0.073 |        0.048 |        0.122
       0.056 |        0.049 |        0.105
       0.057 |        0.043 |        0.101
       0.055 |        0.044 |        0.099
       0.086 |        0.047 |        0.133
       0.055 |        0.048 |        0.103
       0.055 |        0.039 |        0.094
       0.055 |        0.035 |        0.090
       0.055 |        0.040 |        0.095
       0.054 |        0.042 |        0.096
       0.054 |        0.038 |        0.092
       0.057 |        0.049 |        0.105
       0.086 |        0.050 |        0.135
       0.055 |        0.048 |        0.103
       0.072 |        0.057 |        0.129
       0.072 |        0.037 |        0.109
       0.065 |        0.045 |        0.111
       0.055 |        0.039 |        0.093
       0.056 |        0.036 |        0.092
       0.073 |        0.182 |        0.255
       0.071 |        0.049 |        0.120
       0.072 |        0.054 |        0.126
       0.057 |        0.042 |        0.098
       0.072 |        0.304 |        0.376
       0.055 |        0.042 |        0.097
       0.056 |        0.044 |        0.100
       0.068 |        0.043 |        0.111
       0.057 |        0.046 |        0.103
       0.055 |        0.045 |        0.100
       0.055 |        0.034 |        0.088
       0.056 |        0.061 |        0.117
       0.056 |        0.039 |        0.095
       0.055 |        0.048 |        0.103
       0.055 |        0.030 |        0.086
       0.071 |        0.043 |        0.114
       0.059 |        0.048 |        0.107
       0.054 |        0.048 |        0.102
       0.055 |        0.045 |        0.099
       0.055 |        0.037 |        0.092
       0.055 |        0.036 |        0.092
       0.088 |        0.035 |        0.123
       0.056 |        0.034 |        0.090
       0.056 |        0.050 |        0.107
       0.055 |        0.044 |        0.099
       0.072 |        0.033 |        0.104
       0.055 |        0.032 |        0.087
       0.056 |        0.032 |        0.088
       0.057 |        0.038 |        0.094
       0.071 |        0.054 |        0.125
       0.071 |        0.051 |        0.122
       0.072 |        0.053 |        0.125
       0.072 |        0.057 |        0.129
       0.072 |        0.059 |        0.131
       0.072 |        0.046 |        0.118
       0.072 |        0.065 |        0.137
       0.057 |        0.049 |        0.106
       0.056 |        0.042 |        0.098
       0.056 |        0.043 |        0.099
       0.081 |        0.038 |        0.118
       0.054 |        0.036 |        0.090
       0.055 |        0.051 |        0.105
       0.070 |        0.051 |        0.121
       0.056 |        0.034 |        0.090
       0.057 |        0.037 |        0.094
       0.055 |        0.034 |        0.089
       0.056 |        0.035 |        0.091
       0.056 |        0.048 |        0.104
       0.074 |        0.034 |        0.108
       0.055 |        0.048 |        0.103
       0.056 |        0.045 |        0.100
       0.056 |        0.050 |        0.107
       0.072 |        0.055 |        0.127
       0.072 |        0.060 |        0.131
       0.072 |        0.049 |        0.120
       0.056 |        0.039 |        0.095
       0.056 |        0.039 |        0.095
       0.057 |        0.043 |        0.100
       0.074 |        0.045 |        0.119
       0.056 |        0.042 |        0.098
       0.071 |        0.043 |        0.114
       0.055 |        0.040 |        0.094
       0.057 |        0.050 |        0.107
       0.055 |        0.051 |        0.106
       0.057 |        0.032 |        0.089
       0.056 |        0.036 |        0.091
       0.055 |        0.191 |        0.247
       0.072 |        0.054 |        0.126
       0.072 |        0.055 |        0.127
       0.071 |        0.056 |        0.127
       0.073 |        0.047 |        0.120
       0.073 |        0.061 |        0.133
       0.056 |        0.053 |        0.110
       0.057 |        0.049 |        0.106
       0.067 |        0.044 |        0.110
       0.057 |        0.038 |        0.095
       0.056 |        0.043 |        0.099
       0.055 |        0.041 |        0.096
       0.055 |        0.039 |        0.095
       0.056 |        0.043 |        0.099
       0.056 |        0.033 |        0.089
       0.082 |        0.177 |        0.260
       0.056 |        0.039 |        0.094
       0.056 |        0.040 |        0.095
       0.054 |        0.044 |        0.098
       0.073 |        0.056 |        0.129
       0.072 |        0.056 |        0.128
       0.072 |        0.049 |        0.121
       0.057 |        0.048 |        0.105
       0.057 |        0.050 |        0.107
       0.057 |        0.045 |        0.102
       0.055 |        0.051 |        0.106
       0.055 |        0.044 |        0.099
       0.056 |        0.034 |        0.090
       0.055 |        0.058 |        0.112
       0.056 |        0.038 |        0.095
       0.055 |        0.031 |        0.087
       0.056 |        0.041 |        0.097
       0.055 |        0.044 |        0.099
       0.072 |        0.062 |        0.134
       0.071 |        0.044 |        0.114
       0.097 |        0.045 |        0.141
       0.072 |        0.041 |        0.113
       0.072 |        0.043 |        0.116
       0.070 |        0.059 |        0.129
       0.057 |        0.053 |        0.110
       0.072 |        0.047 |        0.119
       0.056 |        0.047 |        0.103
       0.056 |        0.041 |        0.097
       0.056 |        0.036 |        0.091
       0.056 |        0.041 |        0.097
       0.055 |        0.034 |        0.089
       0.055 |        0.046 |        0.101
       0.072 |        0.054 |        0.125
       0.055 |        0.048 |        0.104
       0.055 |        0.036 |        0.091
       0.056 |        0.181 |        0.236
       0.073 |        0.054 |        0.127
       0.072 |        0.053 |        0.124
       0.071 |        0.051 |        0.122
       0.056 |        0.053 |        0.108
       0.055 |        0.035 |        0.090
       0.086 |        0.049 |        0.135
       0.055 |        0.049 |        0.105
       0.077 |        0.036 |        0.112
       0.055 |        0.051 |        0.106
       0.056 |        0.052 |        0.108
       0.056 |        0.034 |        0.090
       0.075 |        0.043 |        0.118
       0.072 |        0.046 |        0.118
       0.057 |        0.047 |        0.104
       0.071 |        0.050 |        0.122
       0.072 |        0.057 |        0.129
       0.072 |        0.045 |        0.117
       0.056 |        0.037 |        0.093
       0.056 |        0.037 |        0.093
       0.057 |        0.052 |        0.109
       0.057 |        0.038 |        0.095
       0.057 |        0.047 |        0.103
       0.055 |        0.039 |        0.094
       0.055 |        0.040 |        0.095
       0.057 |        0.035 |        0.092
       0.087 |        0.052 |        0.139
       0.056 |        0.039 |        0.095
       0.055 |        0.052 |        0.107
       0.056 |        0.049 |        0.105
       0.055 |        0.036 |        0.091
       0.056 |        0.041 |        0.097
       0.071 |        0.062 |        0.134
       0.072 |        0.045 |        0.117
       0.056 |        0.060 |        0.116
       0.073 |        0.267 |        0.341
       0.168 |        0.058 |        0.226
       0.095 |        0.047 |        0.142
       0.055 |        0.048 |        0.103
       0.054 |        0.148 |        0.202
       0.056 |        0.056 |        0.113
       0.072 |        0.060 |        0.132
       0.071 |        0.049 |        0.120
       0.097 |        0.046 |        0.143
       0.056 |        0.036 |        0.092
       0.057 |        0.041 |        0.098
       0.055 |        0.061 |        0.116
       0.056 |        0.048 |        0.104
       0.071 |        0.043 |        0.115
       0.055 |        0.037 |        0.092
       0.072 |        0.043 |        0.114
       0.116 |        0.056 |        0.172
       0.056 |        0.034 |        0.090
       0.054 |        0.046 |        0.100
       0.069 |        0.046 |        0.115
       0.055 |        0.038 |        0.093
       0.054 |        0.052 |        0.107
       0.072 |        0.041 |        0.113
       0.099 |        0.054 |        0.153
       0.072 |        0.043 |        0.115
       0.072 |        0.200 |        0.272
       0.055 |        0.043 |        0.099
       0.056 |        0.050 |        0.106
       0.056 |        0.033 |        0.089
       0.078 |        0.034 |        0.112
       0.076 |        0.046 |        0.122
       0.054 |        0.050 |        0.104
       0.056 |        0.062 |        0.118
       0.072 |        0.061 |        0.133
       0.072 |        0.046 |        0.118
       0.106 |        0.053 |        0.158
       0.075 |        0.064 |        0.139
       0.073 |        0.054 |        0.127
       0.071 |        0.045 |        0.116
       0.072 |        0.041 |        0.114
       0.057 |        0.050 |        0.107
       0.055 |        0.052 |        0.108
       0.076 |        0.044 |        0.120
       0.056 |        0.054 |        0.110
       0.056 |        0.041 |        0.097
       0.055 |        0.042 |        0.097
       0.055 |        0.038 |        0.093
       0.055 |        0.034 |        0.089
       0.072 |        0.045 |        0.116
       0.057 |        0.043 |        0.099
       0.071 |        0.049 |        0.120
       0.056 |        0.034 |        0.090
       0.074 |        0.052 |        0.126
       0.071 |        0.042 |        0.113
       0.073 |        0.059 |        0.132
       0.071 |        0.056 |        0.128
       0.056 |        0.053 |        0.108
       0.056 |        0.277 |        0.333
       0.100 |        0.055 |        0.155
       0.056 |        0.045 |        0.100
       0.057 |        0.042 |        0.098
       0.056 |        0.049 |        0.105
       0.056 |        0.034 |        0.090
       0.055 |        0.279 |        0.334
       0.056 |        0.045 |        0.101
       0.056 |        0.037 |        0.093
       0.056 |        0.038 |        0.094
       0.055 |        0.042 |        0.097
       0.056 |        0.052 |        0.108
       0.074 |        0.041 |        0.115
       0.055 |        0.045 |        0.100
       0.055 |        0.052 |        0.107
       0.056 |        0.045 |        0.101
       0.073 |        0.057 |        0.130
       0.071 |        0.053 |        0.124
       0.072 |        0.056 |        0.128
       0.071 |        0.061 |        0.133
       0.056 |        0.045 |        0.102
       0.056 |        0.056 |        0.112
       0.057 |        0.043 |        0.100
       0.055 |        0.045 |        0.101
       0.056 |        0.049 |        0.104
       0.059 |        0.265 |        0.324
       0.054 |        0.045 |        0.099
       0.057 |        0.049 |        0.106
       0.071 |        0.056 |        0.128
       0.072 |        0.047 |        0.119
       0.071 |        0.055 |        0.126
       0.104 |        0.041 |        0.145
       0.072 |        0.052 |        0.124
       0.057 |        0.048 |        0.105
       0.056 |        0.039 |        0.095
       0.071 |        0.045 |        0.116
       0.056 |        0.052 |        0.108
       0.057 |        0.036 |        0.093
       0.072 |        0.055 |        0.128
       0.072 |        0.048 |        0.120
       0.071 |        0.055 |        0.126
       0.072 |        0.046 |        0.117
       0.057 |        0.037 |        0.094
       0.091 |        0.041 |        0.132
       0.056 |        0.046 |        0.102
       0.072 |        0.317 |        0.389
       0.072 |        0.047 |        0.118
       0.071 |        0.061 |        0.133
       0.072 |        0.050 |        0.122
       0.057 |        0.040 |        0.097
       0.056 |        0.039 |        0.095
       0.055 |        0.055 |        0.110
       0.056 |        0.052 |        0.108
       0.057 |        0.036 |        0.092
       0.055 |        0.048 |        0.103
       0.055 |        0.038 |        0.093
       0.077 |        0.048 |        0.125
       0.055 |        0.036 |        0.091
       0.055 |        0.039 |        0.094
       0.054 |        0.033 |        0.087
       0.057 |        0.048 |        0.105
       0.056 |        0.068 |        0.124
       0.076 |        0.040 |        0.116
       0.055 |        0.035 |        0.090
       0.065 |        0.037 |        0.102
       0.055 |        0.048 |        0.102
       0.090 |        0.037 |        0.127
       0.055 |        0.044 |        0.099
       0.056 |        0.035 |        0.090
       0.056 |        0.043 |        0.099
       0.075 |        0.052 |        0.127
       0.054 |        0.044 |        0.099
       0.057 |        0.049 |        0.106
       0.056 |        0.046 |        0.101
       0.072 |        0.051 |        0.123
       0.054 |        0.033 |        0.087
       0.136 |        0.047 |        0.183
       0.077 |        0.046 |        0.124
       0.056 |        0.034 |        0.090
       0.055 |        0.052 |        0.107
       0.055 |        0.053 |        0.108
       0.073 |        0.045 |        0.118
       0.071 |        0.045 |        0.116
       0.072 |        0.044 |        0.115
       0.072 |        0.053 |        0.125
       0.072 |        0.058 |        0.130
       0.073 |        0.045 |        0.118
       0.097 |        0.050 |        0.147
       0.072 |        0.048 |        0.120
       0.057 |        0.045 |        0.102
       0.055 |        0.035 |        0.090
       0.055 |        0.234 |        0.289
       0.067 |        0.044 |        0.112
       0.084 |        0.054 |        0.138
       0.056 |        0.047 |        0.103
       0.055 |        0.036 |        0.090
       0.065 |        0.046 |        0.111
       0.056 |        0.035 |        0.091
       0.055 |        0.042 |        0.098
       0.065 |        0.048 |        0.113
       0.055 |        0.041 |        0.096
       0.056 |        0.045 |        0.101
       0.072 |        0.189 |        0.261
       0.056 |        0.046 |        0.101
       0.055 |        0.048 |        0.103
       0.056 |        0.051 |        0.107
       0.075 |        0.043 |        0.118
       0.055 |        0.051 |        0.106
       0.055 |        0.048 |        0.103
       0.094 |        0.037 |        0.130
       0.055 |        0.046 |        0.101
       0.054 |        0.043 |        0.097
       0.055 |        0.047 |        0.102
       0.057 |        0.038 |        0.095
       0.055 |        0.033 |        0.088
       0.079 |        0.055 |        0.134
       0.074 |        0.038 |        0.111
       0.055 |        0.035 |        0.090
       0.072 |        0.050 |        0.122
       0.072 |        0.054 |        0.126
       0.072 |        0.056 |        0.128
       0.071 |        0.053 |        0.124
       0.057 |        0.037 |        0.094
       0.056 |        0.057 |        0.113
       0.056 |        0.040 |        0.096
       0.081 |        0.038 |        0.119
       0.082 |        0.049 |        0.131
       0.055 |        0.038 |        0.093
       0.054 |        0.039 |        0.093
       0.074 |        0.054 |        0.128
       0.056 |        0.040 |        0.096
       0.056 |        0.043 |        0.099
       0.055 |        0.035 |        0.090
       0.056 |        0.048 |        0.104
       0.071 |        0.045 |        0.117
       0.055 |        0.044 |        0.100
       0.072 |        0.042 |        0.114
       0.057 |        0.047 |        0.103
       0.056 |        0.044 |        0.099
       0.083 |        0.049 |        0.132
       0.055 |        0.032 |        0.087
       0.008 |        0.040 |        0.049
       0.147 |        0.038 |        0.186
       0.055 |        0.049 |        0.105
       0.056 |        0.052 |        0.108
       0.055 |        0.051 |        0.107
       0.055 |        0.058 |        0.113
       0.055 |        0.055 |        0.110
       0.056 |        0.041 |        0.097
       0.072 |        0.062 |        0.134
       0.071 |        0.050 |        0.122
       0.092 |        0.041 |        0.134
       0.079 |        0.047 |        0.125
       0.057 |        0.041 |        0.098
       0.056 |        0.056 |        0.112
       0.086 |        0.041 |        0.127
       0.056 |        0.035 |        0.091
       0.055 |        0.035 |        0.090
       0.055 |        0.046 |        0.101
       0.054 |        0.036 |        0.090
       0.071 |        0.044 |        0.115
       0.072 |        0.045 |        0.116
       0.072 |        0.058 |        0.129
       0.090 |        0.047 |        0.137
       0.056 |        0.052 |        0.109
       0.055 |        0.052 |        0.108
       0.057 |        0.193 |        0.250
       0.072 |        0.053 |        0.125
       0.072 |        0.044 |        0.116
       0.055 |        0.050 |        0.105
       0.072 |        0.048 |        0.120
       0.072 |        0.057 |        0.129
       0.072 |        0.051 |        0.124
       0.072 |        0.060 |        0.131
       0.073 |        0.051 |        0.124
       0.056 |        0.045 |        0.101
       0.056 |        0.038 |        0.094
       0.057 |        0.037 |        0.093
       0.056 |        0.472 |        0.528
       0.083 |        0.040 |        0.123
       0.107 |        0.040 |        0.147
       0.056 |        0.037 |        0.094
       0.056 |        0.044 |        0.100
       0.056 |        0.041 |        0.097
       0.080 |        0.041 |        0.121
       0.055 |        0.044 |        0.100
       0.087 |        0.043 |        0.130
       0.054 |        0.033 |        0.087
       0.055 |        0.048 |        0.103
       0.067 |        0.042 |        0.110
       0.056 |        0.038 |        0.093
       0.054 |        0.043 |        0.097
       0.054 |        0.047 |        0.101
       0.055 |        0.055 |        0.111
       0.054 |        0.041 |        0.095
       0.054 |        0.168 |        0.222
       0.055 |        0.037 |        0.092
       0.073 |        0.047 |        0.119
       0.056 |        0.038 |        0.094
       0.055 |        0.033 |        0.088
       0.054 |        0.034 |        0.088
       0.055 |        0.047 |        0.102
       0.055 |        0.043 |        0.099
       0.055 |        0.036 |        0.091
       0.056 |        0.056 |        0.112
       0.055 |        0.041 |        0.096
       0.055 |        0.076 |        0.132
       0.066 |        0.049 |        0.115
       0.054 |        0.035 |        0.089
       0.054 |        0.036 |        0.091
       0.056 |        0.040 |        0.095
       0.072 |        0.054 |        0.126
       0.071 |        0.045 |        0.116
       0.056 |        0.034 |        0.089
       0.055 |        0.055 |        0.110
       0.057 |        0.049 |        0.106
       0.072 |        0.055 |        0.127
       0.056 |        0.051 |        0.107
       0.056 |        0.039 |        0.095
       0.089 |        0.047 |        0.136
       0.057 |        0.051 |        0.107
       0.055 |        0.034 |        0.090
       0.054 |        0.041 |        0.095
       0.078 |        0.066 |        0.144
       0.072 |        0.055 |        0.127
       0.056 |        0.032 |        0.088
       0.095 |        0.051 |        0.146
       0.057 |        0.052 |        0.108
       0.055 |        0.050 |        0.106
       0.055 |        0.035 |        0.090
       0.068 |        0.040 |        0.108
       0.055 |        0.047 |        0.102
       0.056 |        0.035 |        0.090
       0.055 |        0.041 |        0.096
       0.057 |        0.051 |        0.108
       0.055 |        0.042 |        0.097
       0.055 |        0.042 |        0.096
       0.081 |        0.034 |        0.115
       0.055 |        0.051 |        0.106
       0.057 |        0.050 |        0.107
       0.055 |        0.045 |        0.099
       0.055 |        0.048 |        0.103
       0.056 |        0.035 |        0.091
       0.054 |        0.038 |        0.093
       0.054 |        0.045 |        0.099
       0.056 |        0.033 |        0.089
       0.072 |        0.059 |        0.131
       0.071 |        0.060 |        0.131
       0.056 |        0.041 |        0.097
       0.071 |        0.049 |        0.120
       0.057 |        0.047 |        0.104
       0.074 |        0.039 |        0.113
       0.054 |        0.047 |        0.101
       0.075 |        0.041 |        0.116
       0.057 |        0.052 |        0.109
       0.072 |        0.055 |        0.127
       0.071 |        0.050 |        0.121
       0.082 |        0.042 |        0.124
       0.056 |        0.048 |        0.105
       0.056 |        0.051 |        0.107
       0.055 |        0.054 |        0.109
       0.071 |        0.063 |        0.134
       0.056 |        0.050 |        0.106
       0.072 |        0.049 |        0.120
       0.072 |        0.056 |        0.127
       0.072 |        0.049 |        0.121
       0.074 |        0.053 |        0.127
       0.057 |        0.037 |        0.093
       0.056 |        0.038 |        0.094
       0.069 |        0.049 |        0.118
       0.056 |        0.039 |        0.095
       0.072 |        0.058 |        0.130
       0.071 |        0.043 |        0.113
